"sys_RespNum",Task,Concept,"Brand:","Performance:","Price:",Response
31,6,1,4,1,4,0
31,6,2,2,1,2,0
31,6,3,1,2,1,1
31,6,4,0,0,0,0
31,7,1,4,3,2,1
31,7,2,2,3,3,0
31,7,3,3,2,1,0
31,7,4,0,0,0,0
31,8,1,3,3,1,0
31,8,2,1,1,4,0
31,8,3,4,2,2,1
31,8,4,0,0,0,0
31,9,1,1,3,1,0
31,9,2,4,3,4,1
31,9,3,2,2,3,0
31,9,4,0,0,0,0
31,10,1,1,1,4,0
31,10,2,1,3,2,1
31,10,3,3,1,3,0
31,10,4,0,0,0,0
31,11,1,2,2,1,0
31,11,2,2,1,2,0
31,11,3,1,2,3,1
31,11,4,0,0,0,0
31,12,1,2,1,1,0
31,12,2,3,3,4,0
31,12,3,4,1,3,1
31,12,4,0,0,0,0
31,13,1,1,2,2,0
31,13,2,3,2,4,0
31,13,3,4,1,1,0
31,13,4,0,0,0,1
31,14,1,2,3,4,1
31,14,2,3,2,2,0
31,14,3,4,3,1,0
31,14,4,0,0,0,0
31,15,1,2,1,4,0
31,15,2,4,2,3,0
31,15,3,1,3,3,0
31,15,4,0,0,0,1
31,16,1,2,2,2,0
31,16,2,1,2,4,1
31,16,3,3,1,1,0
31,16,4,0,0,0,0
31,17,1,3,2,3,0
31,17,2,4,3,2,0
31,17,3,1,1,3,1
31,17,4,0,0,0,0
32,0,1,1,3,4,0
32,0,2,4,2,2,0
32,0,3,2,1,3,0
32,0,4,0,0,0,1
32,1,1,2,1,3,0
32,1,2,3,2,2,1
32,1,3,1,3,4,0
32,1,4,0,0,0,0
32,3,1,4,1,2,0
32,3,2,3,2,4,0
32,3,3,2,3,1,0
32,3,4,0,0,0,1
32,4,1,2,1,2,0
32,4,2,1,2,3,0
32,4,3,3,3,3,1
32,4,4,0,0,0,0
32,5,1,1,2,2,0
32,5,2,3,1,4,1
32,5,3,4,3,4,0
32,5,4,0,0,0,0
32,6,1,2,1,3,0
32,6,2,1,2,1,0
32,6,3,4,3,3,1
32,6,4,0,0,0,0
32,7,1,1,3,1,0
32,7,2,3,2,1,1
32,7,3,2,1,4,0
32,7,4,0,0,0,0
32,8,1,1,3,4,0
32,8,2,4,2,2,0
32,8,3,3,1,3,1
32,8,4,0,0,0,0
32,9,1,1,1,4,0
32,9,2,2,2,2,0
32,9,3,4,2,1,0
32,9,4,0,0,0,1
32,10,1,3,3,1,0
32,10,2,4,1,2,0
32,10,3,2,3,3,0
32,10,4,0,0,0,1
32,11,1,2,3,4,0
32,11,2,3,3,2,0
32,11,3,4,1,1,1
32,11,4,0,0,0,0
32,12,1,1,1,3,0
32,12,2,2,2,4,0
32,12,3,3,2,2,1
32,12,4,0,0,0,0
32,13,1,4,2,1,1
32,13,2,1,1,1,0
32,13,3,1,3,3,0
32,13,4,0,0,0,0
32,14,1,4,2,3,1
32,14,2,1,3,2,0
32,14,3,2,1,2,0
32,14,4,0,0,0,0
32,15,1,3,1,1,0
32,15,2,4,3,4,1
32,15,3,3,2,4,0
32,15,4,0,0,0,0
32,16,1,2,3,3,0
32,16,2,2,2,4,0
32,16,3,3,3,2,1
32,16,4,0,0,0,0
32,17,1,1,1,4,0
32,17,2,4,2,3,0
32,17,3,2,1,1,1
32,17,4,0,0,0,0
33,0,1,1,3,4,0
33,0,2,4,2,2,0
33,0,3,2,1,3,1
33,0,4,0,0,0,0
33,1,1,2,1,3,1
33,1,2,3,2,2,0
33,1,3,1,3,4,0
33,1,4,0,0,0,0
33,3,1,2,1,3,0
33,3,2,3,2,1,1
33,3,3,4,3,2,0
33,3,4,0,0,0,0
33,4,1,4,1,4,0
33,4,2,2,3,4,0
33,4,3,1,2,2,1
33,4,4,0,0,0,0
33,5,1,3,2,1,0
33,5,2,4,1,1,0
33,5,3,1,3,3,0
33,5,4,0,0,0,1
33,6,1,3,1,3,0
33,6,2,2,3,2,0
33,6,3,4,2,4,1
33,6,4,0,0,0,0
33,7,1,4,2,3,1
33,7,2,1,1,4,0
33,7,3,3,3,2,0
33,7,4,0,0,0,0
33,8,1,1,1,2,0
33,8,2,2,2,1,1
33,8,3,1,3,3,0
33,8,4,0,0,0,0
33,9,1,3,2,4,1
33,9,2,2,1,2,0
33,9,3,4,3,1,0
33,9,4,0,0,0,0
33,10,1,3,3,4,0
33,10,2,1,1,1,0
33,10,3,2,1,3,1
33,10,4,0,0,0,0
33,11,1,2,2,4,0
33,11,2,1,2,2,0
33,11,3,3,3,3,0
33,11,4,0,0,0,1
33,12,1,3,1,1,0
33,12,2,2,2,2,1
33,12,3,4,3,1,0
33,12,4,0,0,0,0
33,13,1,1,3,1,1
33,13,2,4,2,3,0
33,13,3,1,1,4,0
33,13,4,0,0,0,0
33,14,1,4,1,3,1
33,14,2,3,1,2,0
33,14,3,2,3,4,0
33,14,4,0,0,0,0
33,15,1,4,2,4,0
33,15,2,1,2,1,0
33,15,3,4,3,2,0
33,15,4,0,0,0,1
33,16,1,2,2,4,0
33,16,2,3,3,3,1
33,16,3,2,1,1,0
33,16,4,0,0,0,0
33,17,1,4,1,2,0
33,17,2,2,2,3,0
33,17,3,1,3,3,1
33,17,4,0,0,0,0
34,0,1,1,3,4,0
34,0,2,4,2,2,1
34,0,3,2,1,3,0
34,0,4,0,0,0,0
34,1,1,2,1,3,0
34,1,2,3,2,2,1
34,1,3,1,3,4,0
34,1,4,0,0,0,0
34,3,1,4,3,4,1
34,3,2,1,2,3,0
34,3,3,2,1,2,0
34,3,4,0,0,0,0
34,4,1,4,2,4,1
34,4,2,3,3,1,0
34,4,3,3,1,1,0
34,4,4,0,0,0,0
34,5,1,4,3,2,1
34,5,2,2,3,3,0
34,5,3,1,1,4,0
34,5,4,0,0,0,0
34,6,1,3,2,3,0
34,6,2,2,2,2,0
34,6,3,1,1,2,1
34,6,4,0,0,0,0
34,7,1,2,1,4,0
34,7,2,1,3,2,0
34,7,3,3,2,1,0
34,7,4,0,0,0,1
34,8,1,4,1,1,1
34,8,2,4,2,3,0
34,8,3,1,2,1,0
34,8,4,0,0,0,0
34,9,1,2,3,4,0
34,9,2,4,1,3,0
34,9,3,1,3,1,0
34,9,4,0,0,0,1
34,10,1,3,1,2,0
34,10,2,3,3,4,0
34,10,3,2,2,1,0
34,10,4,0,0,0,1
34,11,1,2,3,2,0
34,11,2,3,3,3,1
34,11,3,1,2,3,0
34,11,4,0,0,0,0
34,12,1,3,2,4,0
34,12,2,1,1,1,0
34,12,3,4,1,4,0
34,12,4,0,0,0,1
34,13,1,3,3,3,0
34,13,2,4,2,2,1
34,13,3,2,3,1,0
34,13,4,0,0,0,0
34,14,1,2,3,3,0
34,14,2,3,1,2,1
34,14,3,1,2,4,0
34,14,4,0,0,0,0
34,15,1,1,3,1,0
34,15,2,2,1,3,1
34,15,3,4,1,4,0
34,15,4,0,0,0,0
34,16,1,3,3,2,0
34,16,2,2,2,2,0
34,16,3,4,1,3,1
34,16,4,0,0,0,0
34,17,1,4,2,2,0
34,17,2,2,1,1,1
34,17,3,1,3,4,0
34,17,4,0,0,0,0
35,0,1,1,3,4,1
35,0,2,4,2,2,0
35,0,3,2,1,3,0
35,0,4,0,0,0,0
35,1,1,2,1,3,1
35,1,2,3,2,2,0
35,1,3,1,3,4,0
35,1,4,0,0,0,0
35,3,1,2,3,1,1
35,3,2,4,1,4,0
35,3,3,1,2,3,0
35,3,4,0,0,0,0
35,4,1,3,2,4,1
35,4,2,2,1,1,0
35,4,3,3,3,2,0
35,4,4,0,0,0,0
35,5,1,3,1,2,1
35,5,2,1,3,4,0
35,5,3,2,2,3,0
35,5,4,0,0,0,0
35,6,1,4,3,2,0
35,6,2,1,1,3,0
35,6,3,4,3,1,1
35,6,4,0,0,0,0
35,7,1,2,2,2,0
35,7,2,3,1,3,0
35,7,3,4,1,4,1
35,7,4,0,0,0,0
35,8,1,1,2,3,0
35,8,2,3,3,1,0
35,8,3,2,2,1,0
35,8,4,0,0,0,1
35,9,1,2,3,3,0
35,9,2,4,2,4,0
35,9,3,1,3,2,0
35,9,4,0,0,0,1
35,10,1,4,3,3,0
35,10,2,1,1,2,1
35,10,3,3,2,1,0
35,10,4,0,0,0,0
35,11,1,4,2,1,0
35,11,2,2,1,2,1
35,11,3,1,2,4,0
35,11,4,0,0,0,0
35,12,1,2,1,1,0
35,12,2,3,1,3,0
35,12,3,3,3,4,0
35,12,4,0,0,0,1
35,13,1,4,2,2,0
35,13,2,1,3,2,1
35,13,3,2,1,4,0
35,13,4,0,0,0,0
35,14,1,2,1,4,0
35,14,2,4,3,3,0
35,14,3,1,2,1,0
35,14,4,0,0,0,1
35,15,1,2,3,3,0
35,15,2,3,1,1,0
35,15,3,4,2,4,0
35,15,4,0,0,0,1
35,16,1,1,1,4,0
35,16,2,4,2,2,1
35,16,3,3,3,2,0
35,16,4,0,0,0,0
35,17,1,1,3,3,0
35,17,2,1,2,1,0
35,17,3,3,1,2,1
35,17,4,0,0,0,0
36,0,1,1,3,4,0
36,0,2,4,2,2,1
36,0,3,2,1,3,0
36,0,4,0,0,0,0
36,1,1,2,1,3,0
36,1,2,3,2,2,0
36,1,3,1,3,4,1
36,1,4,0,0,0,0
36,3,1,1,1,2,0
36,3,2,2,2,3,1
36,3,3,3,3,4,0
36,3,4,0,0,0,0
36,4,1,1,3,3,1
36,4,2,4,1,1,0
36,4,3,4,2,2,0
36,4,4,0,0,0,0
36,5,1,3,2,4,0
36,5,2,4,2,1,1
36,5,3,2,1,2,0
36,5,4,0,0,0,0
36,6,1,3,2,1,0
36,6,2,4,1,3,1
36,6,3,1,3,4,0
36,6,4,0,0,0,0
36,7,1,2,3,3,0
36,7,2,3,1,4,1
36,7,3,2,3,1,0
36,7,4,0,0,0,0
36,8,1,3,3,2,0
36,8,2,1,2,4,0
36,8,3,4,1,3,0
36,8,4,0,0,0,1
36,9,1,2,2,2,0
36,9,2,1,3,1,0
36,9,3,2,1,4,1
36,9,4,0,0,0,0
36,10,1,1,2,3,0
36,10,2,4,3,2,0
36,10,3,2,1,1,1
36,10,4,0,0,0,0
36,11,1,4,2,4,1
36,11,2,1,3,1,0
36,11,3,3,1,3,0
36,11,4,0,0,0,0
36,12,1,1,1,4,0
36,12,2,4,3,1,1
36,12,3,3,2,2,0
36,12,4,0,0,0,0
36,13,1,2,3,4,0
36,13,2,1,1,2,0
36,13,3,4,2,3,1
36,13,4,0,0,0,0
36,14,1,3,1,2,0
36,14,2,2,2,1,0
36,14,3,4,3,3,0
36,14,4,0,0,0,1
36,15,1,3,3,3,0
36,15,2,1,1,1,0
36,15,3,2,2,4,1
36,15,4,0,0,0,0
36,16,1,2,1,2,0
36,16,2,3,3,3,0
36,16,3,3,2,1,1
36,16,4,0,0,0,0
36,17,1,1,2,2,0
36,17,2,3,1,3,1
36,17,3,4,3,4,0
36,17,4,0,0,0,0
37,0,1,1,3,4,1
37,0,2,4,2,2,0
37,0,3,2,1,3,0
37,0,4,0,0,0,0
37,1,1,2,1,3,1
37,1,2,3,2,2,0
37,1,3,1,3,4,0
37,1,4,0,0,0,0
37,3,1,2,3,4,0
37,3,2,1,2,3,0
37,3,3,3,1,2,1
37,3,4,0,0,0,0
37,4,1,4,3,2,1
37,4,2,4,1,4,0
37,4,3,3,2,1,0
37,4,4,0,0,0,0
37,5,1,2,3,1,0
37,5,2,1,1,3,0
37,5,3,4,2,4,0
37,5,4,0,0,0,1
37,6,1,2,1,1,0
37,6,2,1,3,3,0
37,6,3,4,2,2,0
37,6,4,0,0,0,1
37,7,1,1,1,2,1
37,7,2,3,3,4,0
37,7,3,2,2,1,0
37,7,4,0,0,0,0
37,8,1,3,3,1,0
37,8,2,1,2,4,0
37,8,3,2,1,3,0
37,8,4,0,0,0,1
37,9,1,3,2,3,0
37,9,2,1,3,2,1
37,9,3,4,1,4,0
37,9,4,0,0,0,0
37,10,1,2,2,3,0
37,10,2,4,1,3,1
37,10,3,3,3,2,0
37,10,4,0,0,0,0
37,11,1,4,3,3,0
37,11,2,2,2,2,1
37,11,3,1,1,1,0
37,11,4,0,0,0,0
37,12,1,2,2,1,0
37,12,2,3,1,4,0
37,12,3,3,3,4,0
37,12,4,0,0,0,1
37,13,1,4,3,2,0
37,13,2,3,1,1,1
37,13,3,1,2,1,0
37,13,4,0,0,0,0
37,14,1,1,2,4,0
37,14,2,2,3,2,0
37,14,3,3,1,3,1
37,14,4,0,0,0,0
37,15,1,2,1,2,0
37,15,2,4,1,1,1
37,15,3,4,3,3,0
37,15,4,0,0,0,0
37,16,1,1,3,3,0
37,16,2,1,2,4,1
37,16,3,2,2,4,0
37,16,4,0,0,0,0
37,17,1,4,2,1,0
37,17,2,3,2,2,0
37,17,3,2,3,4,0
37,17,4,0,0,0,1
38,0,1,1,3,4,0
38,0,2,4,2,2,1
38,0,3,2,1,3,0
38,0,4,0,0,0,0
38,1,1,2,1,3,0
38,1,2,3,2,2,0
38,1,3,1,3,4,1
38,1,4,0,0,0,0
38,3,1,4,1,4,0
38,3,2,2,2,3,0
38,3,3,1,3,1,0
38,3,4,0,0,0,1
38,4,1,4,2,4,0
38,4,2,2,1,2,1
38,4,3,3,3,2,0
38,4,4,0,0,0,0
38,5,1,1,2,3,1
38,5,2,3,3,4,0
38,5,3,3,1,3,0
38,5,4,0,0,0,0
38,6,1,4,3,3,0
38,6,2,4,1,2,0
38,6,3,1,2,1,1
38,6,4,0,0,0,0
38,7,1,2,3,1,1
38,7,2,3,2,1,0
38,7,3,1,1,2,0
38,7,4,0,0,0,0
38,8,1,2,2,4,0
38,8,2,4,1,1,0
38,8,3,1,3,2,1
38,8,4,0,0,0,0
38,9,1,2,1,3,0
38,9,2,4,2,2,0
38,9,3,3,1,4,0
38,9,4,0,0,0,1
38,10,1,2,3,1,0
38,10,2,3,2,3,1
38,10,3,1,3,4,0
38,10,4,0,0,0,0
38,11,1,1,2,2,0
38,11,2,4,3,3,1
38,11,3,2,1,4,0
38,11,4,0,0,0,0
38,12,1,1,3,3,0
38,12,2,4,2,4,0
38,12,3,3,1,1,1
38,12,4,0,0,0,0
38,13,1,3,3,2,0
38,13,2,2,2,1,0
38,13,3,1,1,1,1
38,13,4,0,0,0,0
38,14,1,2,3,2,1
38,14,2,3,2,2,0
38,14,3,4,1,3,0
38,14,4,0,0,0,0
38,15,1,1,1,1,0
38,15,2,2,3,4,0
38,15,3,1,2,3,1
38,15,4,0,0,0,0
38,16,1,2,1,2,0
38,16,2,3,3,4,1
38,16,3,4,3,4,0
38,16,4,0,0,0,0
38,17,1,1,3,4,1
38,17,2,3,1,3,0
38,17,3,4,2,1,0
38,17,4,0,0,0,0
39,0,1,1,3,4,0
39,0,2,4,2,2,0
39,0,3,2,1,3,1
39,0,4,0,0,0,0
39,1,1,2,1,3,0
39,1,2,3,2,2,0
39,1,3,1,3,4,1
39,1,4,0,0,0,0
39,3,1,3,1,1,1
39,3,2,2,3,3,0
39,3,3,4,2,2,0
39,3,4,0,0,0,0
39,4,1,1,3,1,1
39,4,2,4,2,4,0
39,4,3,2,1,4,0
39,4,4,0,0,0,0
39,5,1,4,3,4,0
39,5,2,3,1,2,0
39,5,3,1,2,2,1
39,5,4,0,0,0,0
39,6,1,1,2,3,1
39,6,2,3,3,1,0
39,6,3,2,1,1,0
39,6,4,0,0,0,0
39,7,1,2,3,2,0
39,7,2,1,2,3,1
39,7,3,1,1,4,0
39,7,4,0,0,0,0
39,8,1,4,1,1,1
39,8,2,3,3,3,0
39,8,3,2,2,2,0
39,8,4,0,0,0,0
39,9,1,3,2,4,1
39,9,2,3,3,4,0
39,9,3,4,1,3,0
39,9,4,0,0,0,0
39,10,1,1,1,3,0
39,10,2,4,2,1,0
39,10,3,2,3,3,0
39,10,4,0,0,0,1
39,11,1,1,3,1,0
39,11,2,3,2,4,0
39,11,3,4,1,2,1
39,11,4,0,0,0,0
39,12,1,4,1,3,0
39,12,2,3,2,4,0
39,12,3,2,3,2,0
39,12,4,0,0,0,1
39,13,1,1,3,1,0
39,13,2,1,1,2,0
39,13,3,2,2,1,0
39,13,4,0,0,0,1
39,14,1,4,2,4,0
39,14,2,2,1,2,1
39,14,3,3,3,3,0
39,14,4,0,0,0,0
39,15,1,4,3,4,1
39,15,2,3,1,1,0
39,15,3,2,2,3,0
39,15,4,0,0,0,0
39,16,1,1,1,2,0
39,16,2,3,2,2,0
39,16,3,2,1,4,1
39,16,4,0,0,0,0
39,17,1,1,3,4,0
39,17,2,4,2,2,0
39,17,3,4,3,1,0
39,17,4,0,0,0,1
40,0,1,1,3,4,0
40,0,2,4,2,2,0
40,0,3,2,1,3,1
40,0,4,0,0,0,0
40,1,1,2,1,3,0
40,1,2,3,2,2,1
40,1,3,1,3,4,0
40,1,4,0,0,0,0
40,3,1,4,3,2,1
40,3,2,2,2,1,0
40,3,3,3,1,3,0
40,3,4,0,0,0,0
40,4,1,1,3,4,0
40,4,2,2,1,2,0
40,4,3,3,2,1,1
40,4,4,0,0,0,0
40,5,1,2,3,4,0
40,5,2,1,2,3,1
40,5,3,1,1,2,0
40,5,4,0,0,0,0
40,6,1,4,2,4,1
40,6,2,3,3,3,0
40,6,3,4,1,1,0
40,6,4,0,0,0,0
40,7,1,4,1,4,0
40,7,2,2,3,1,0
40,7,3,2,2,2,1
40,7,4,0,0,0,0
40,8,1,1,1,1,1
40,8,2,3,1,4,0
40,8,3,4,2,3,0
40,8,4,0,0,0,0
40,9,1,2,2,3,1
40,9,2,1,3,1,0
40,9,3,4,3,2,0
40,9,4,0,0,0,0
40,10,1,3,1,2,0
40,10,2,4,3,3,1
40,10,3,1,2,2,0
40,10,4,0,0,0,0
40,11,1,4,1,3,0
40,11,2,3,2,4,0
40,11,3,3,3,1,1
40,11,4,0,0,0,0
40,12,1,3,2,1,1
40,12,2,2,1,3,0
40,12,3,1,3,4,0
40,12,4,0,0,0,0
40,13,1,3,3,2,0
40,13,2,4,2,4,1
40,13,3,2,1,2,0
40,13,4,0,0,0,0
40,14,1,4,1,4,0
40,14,2,2,3,1,0
40,14,3,1,2,3,1
40,14,4,0,0,0,0
40,15,1,1,1,4,0
40,15,2,3,2,2,0
40,15,3,2,3,4,0
40,15,4,0,0,0,1
40,16,1,4,3,3,0
40,16,2,1,1,1,0
40,16,3,2,2,2,0
40,16,4,0,0,0,1
40,17,1,4,1,1,1
40,17,2,1,2,1,0
40,17,3,3,3,3,0
40,17,4,0,0,0,0
41,0,1,1,3,4,0
41,0,2,4,2,2,0
41,0,3,2,1,3,1
41,0,4,0,0,0,0
41,1,1,2,1,3,1
41,1,2,3,2,2,0
41,1,3,1,3,4,0
41,1,4,0,0,0,0
41,3,1,2,2,2,0
41,3,2,1,1,4,0
41,3,3,2,3,3,1
41,3,4,0,0,0,0
41,4,1,4,2,3,0
41,4,2,3,1,1,0
41,4,3,4,3,4,0
41,4,4,0,0,0,1
41,5,1,3,3,2,0
41,5,2,1,2,4,0
41,5,3,2,3,1,0
41,5,4,0,0,0,1
41,6,1,3,2,2,1
41,6,2,4,1,3,0
41,6,3,1,3,1,0
41,6,4,0,0,0,0
41,7,1,1,1,2,0
41,7,2,3,2,1,0
41,7,3,4,1,3,1
41,7,4,0,0,0,0
41,8,1,2,2,2,0
41,8,2,3,1,4,0
41,8,3,4,3,1,0
41,8,4,0,0,0,1
41,9,1,1,2,3,0
41,9,2,2,3,3,0
41,9,3,2,1,4,0
41,9,4,0,0,0,1
41,10,1,1,1,2,0
41,10,2,3,3,4,1
41,10,3,4,2,1,0
41,10,4,0,0,0,0
41,11,1,4,1,4,0
41,11,2,1,3,2,0
41,11,3,2,2,4,1
41,11,4,0,0,0,0
41,12,1,1,2,1,1
41,12,2,3,3,1,0
41,12,3,3,1,3,0
41,12,4,0,0,0,0
41,13,1,4,1,2,0
41,13,2,4,2,3,0
41,13,3,2,1,1,0
41,13,4,0,0,0,1
41,14,1,2,1,1,1
41,14,2,1,2,3,0
41,14,3,4,3,4,0
41,14,4,0,0,0,0
41,15,1,3,3,4,0
41,15,2,4,3,2,0
41,15,3,3,2,2,0
41,15,4,0,0,0,1
41,16,1,1,1,2,0
41,16,2,2,2,4,0
41,16,3,1,3,3,0
41,16,4,0,0,0,1
41,17,1,2,1,1,1
41,17,2,2,3,3,0
41,17,3,3,2,3,0
41,17,4,0,0,0,0
42,0,1,1,3,4,0
42,0,2,4,2,2,1
42,0,3,2,1,3,0
42,0,4,0,0,0,0
42,1,1,2,1,3,0
42,1,2,3,2,2,1
42,1,3,1,3,4,0
42,1,4,0,0,0,0
42,3,1,4,1,3,0
42,3,2,3,2,2,0
42,3,3,1,3,1,0
42,3,4,0,0,0,1
42,4,1,2,1,2,0
42,4,2,1,2,4,0
42,4,3,3,3,4,1
42,4,4,0,0,0,0
42,5,1,2,2,1,0
42,5,2,4,3,3,0
42,5,3,3,1,1,1
42,5,4,0,0,0,0
42,6,1,1,1,3,1
42,6,2,3,2,2,0
42,6,3,2,3,4,0
42,6,4,0,0,0,0
42,7,1,4,1,4,0
42,7,2,4,2,1,0
42,7,3,2,3,2,1
42,7,4,0,0,0,0
42,8,1,1,1,4,1
42,8,2,4,3,2,0
42,8,3,3,2,3,0
42,8,4,0,0,0,0
42,9,1,4,1,2,0
42,9,2,2,2,3,1
42,9,3,1,3,4,0
42,9,4,0,0,0,0
42,10,1,2,1,1,0
42,10,2,4,2,1,0
42,10,3,1,3,3,0
42,10,4,0,0,0,1
42,11,1,3,3,3,0
42,11,2,3,1,1,1
42,11,3,2,2,4,0
42,11,4,0,0,0,0
42,12,1,4,3,1,0
42,12,2,3,1,2,0
42,12,3,1,2,1,0
42,12,4,0,0,0,1
42,13,1,1,1,3,1
42,13,2,1,3,2,0
42,13,3,2,2,4,0
42,13,4,0,0,0,0
42,14,1,2,1,1,1
42,14,2,3,2,3,0
42,14,3,4,3,4,0
42,14,4,0,0,0,0
42,15,1,2,3,2,0
42,15,2,4,1,4,0
42,15,3,1,2,2,0
42,15,4,0,0,0,1
42,16,1,4,2,2,1
42,16,2,1,3,3,0
42,16,3,3,1,3,0
42,16,4,0,0,0,0
42,17,1,2,2,3,0
42,17,2,3,3,1,0
42,17,3,4,1,4,0
42,17,4,0,0,0,1
43,0,1,1,3,4,0
43,0,2,4,2,2,1
43,0,3,2,1,3,0
43,0,4,0,0,0,0
43,1,1,2,1,3,1
43,1,2,3,2,2,0
43,1,3,1,3,4,0
43,1,4,0,0,0,0
43,3,1,2,3,4,0
43,3,2,3,2,1,1
43,3,3,4,1,4,0
43,3,4,0,0,0,0
43,4,1,1,2,3,1
43,4,2,1,3,2,0
43,4,3,4,1,1,0
43,4,4,0,0,0,0
43,5,1,2,1,2,0
43,5,2,3,3,3,0
43,5,3,4,2,2,1
43,5,4,0,0,0,0
43,6,1,3,3,4,0
43,6,2,1,2,1,0
43,6,3,2,1,1,0
43,6,4,0,0,0,1
43,7,1,4,2,4,0
43,7,2,2,3,2,1
43,7,3,3,1,3,0
43,7,4,0,0,0,0
43,8,1,3,3,1,0
43,8,2,4,1,3,0
43,8,3,1,1,4,1
43,8,4,0,0,0,0
43,9,1,2,2,4,1
43,9,2,2,3,3,0
43,9,3,3,2,2,0
43,9,4,0,0,0,0
43,10,1,4,3,1,1
43,10,2,3,1,2,0
43,10,3,1,1,3,0
43,10,4,0,0,0,0
43,11,1,4,3,3,1
43,11,2,2,2,1,0
43,11,3,1,2,2,0
43,11,4,0,0,0,0
43,12,1,1,1,4,0
43,12,2,2,2,3,1
43,12,3,3,3,4,0
43,12,4,0,0,0,0
43,13,1,3,1,2,1
43,13,2,1,3,1,0
43,13,3,4,2,4,0
43,13,4,0,0,0,0
43,14,1,1,3,2,0
43,14,2,2,1,1,0
43,14,3,4,2,3,1
43,14,4,0,0,0,0
43,15,1,4,2,1,0
43,15,2,2,3,2,1
43,15,3,3,1,4,0
43,15,4,0,0,0,0
43,16,1,4,1,3,0
43,16,2,1,3,3,0
43,16,3,3,2,1,1
43,16,4,0,0,0,0
43,17,1,1,2,2,1
43,17,2,4,1,1,0
43,17,3,2,3,4,0
43,17,4,0,0,0,0
44,0,1,1,3,4,0
44,0,2,4,2,2,0
44,0,3,2,1,3,0
44,0,4,0,0,0,1
44,1,1,2,1,3,0
44,1,2,3,2,2,0
44,1,3,1,3,4,0
44,1,4,0,0,0,1
44,3,1,4,3,3,1
44,3,2,3,2,3,0
44,3,3,2,1,2,0
44,3,4,0,0,0,0
44,4,1,4,1,1,0
44,4,2,3,3,2,0
44,4,3,1,2,4,1
44,4,4,0,0,0,0
44,5,1,3,1,1,0
44,5,2,2,2,4,0
44,5,3,1,3,3,0
44,5,4,0,0,0,1
44,6,1,2,3,4,0
44,6,2,1,1,2,0
44,6,3,4,2,1,0
44,6,4,0,0,0,1
44,7,1,2,1,3,1
44,7,2,3,3,2,0
44,7,3,1,2,1,0
44,7,4,0,0,0,0
44,8,1,4,1,4,0
44,8,2,3,3,3,0
44,8,3,4,2,2,1
44,8,4,0,0,0,0
44,9,1,4,1,4,1
44,9,2,1,3,1,0
44,9,3,2,2,4,0
44,9,4,0,0,0,0
44,10,1,2,1,2,1
44,10,2,1,2,3,0
44,10,3,2,3,1,0
44,10,4,0,0,0,0
44,11,1,3,2,4,1
44,11,2,3,3,1,0
44,11,3,4,1,3,0
44,11,4,0,0,0,0
44,12,1,1,1,3,0
44,12,2,1,3,4,0
44,12,3,3,2,2,0
44,12,4,0,0,0,1
44,13,1,4,2,3,0
44,13,2,1,1,2,1
44,13,3,2,3,1,0
44,13,4,0,0,0,0
44,14,1,3,1,1,1
44,14,2,4,3,4,0
44,14,3,4,2,2,0
44,14,4,0,0,0,0
44,15,1,4,3,4,0
44,15,2,3,1,3,0
44,15,3,2,2,2,1
44,15,4,0,0,0,0
44,16,1,1,1,4,0
44,16,2,2,1,1,0
44,16,3,1,2,1,1
44,16,4,0,0,0,0
44,17,1,3,2,4,1
44,17,2,2,3,2,0
44,17,3,1,3,2,0
44,17,4,0,0,0,0
45,0,1,1,3,4,0
45,0,2,4,2,2,0
45,0,3,2,1,3,0
45,0,4,0,0,0,1
45,1,1,2,1,3,0
45,1,2,3,2,2,0
45,1,3,1,3,4,1
45,1,4,0,0,0,0
45,3,1,3,1,1,1
45,3,2,2,2,3,0
45,3,3,4,3,3,0
45,3,4,0,0,0,0
45,4,1,1,1,2,1
45,4,2,4,3,1,0
45,4,3,2,2,4,0
45,4,4,0,0,0,0
45,5,1,3,1,4,0
45,5,2,1,3,2,0
45,5,3,4,2,1,0
45,5,4,0,0,0,1
45,6,1,3,3,4,0
45,6,2,3,2,2,0
45,6,3,2,1,3,1
45,6,4,0,0,0,0
45,7,1,2,3,1,0
45,7,2,1,1,2,1
45,7,3,1,2,4,0
45,7,4,0,0,0,0
45,8,1,4,2,2,0
45,8,2,3,3,3,0
45,8,3,1,1,1,1
45,8,4,0,0,0,0
45,9,1,4,2,4,0
45,9,2,3,1,3,1
45,9,3,2,3,2,0
45,9,4,0,0,0,0
45,10,1,4,1,1,0
45,10,2,1,3,4,1
45,10,3,1,2,3,0
45,10,4,0,0,0,0
45,11,1,3,3,2,0
45,11,2,2,1,4,0
45,11,3,1,2,1,0
45,11,4,0,0,0,1
45,12,1,2,3,3,0
45,12,2,3,2,2,0
45,12,3,4,1,3,1
45,12,4,0,0,0,0
45,13,1,3,2,1,0
45,13,2,2,3,1,1
45,13,3,4,1,4,0
45,13,4,0,0,0,0
45,14,1,4,3,2,0
45,14,2,2,2,3,1
45,14,3,2,1,4,0
45,14,4,0,0,0,0
45,15,1,3,2,4,0
45,15,2,1,1,1,0
45,15,3,4,1,2,0
45,15,4,0,0,0,1
45,16,1,1,3,4,0
45,16,2,3,1,3,1
45,16,3,2,3,1,0
45,16,4,0,0,0,0
45,17,1,4,3,1,0
